line_name,type,stops,frequency (7:30),length (time),Length (km),year,east_west,info
11,tram,"S-Bhf. Marzahn - Bwf Marzahn - Rhinstr. - Genslerstr. - Zechlinerstr. - Ho-Chi-Minh-Str. - S-Bhf. Leninallee - Dimitroffstr. - Krankenhaus Friedrichshain - Mollstr. - Hans-Beimler-Str. - U-Bhf. Rosa-Luxemburg-Platz - Rosenthalerplatz - Veteranenstr. - Invalidenstr., Post - Stadion Der Weltjugend",20,47,,1982,east,
12,tram,S-Bhf. Marzahn - Bwf Marzahn - Rhinstr. - Genslerstr. - Zechlinerstr. - Mittelstr. - Ho-Chi-Minh-Str. - Leninallee - Herzbergstr. - Rathaus Lichtenberg - Bhf. Frankfurterallee - Scharnweberstr.,20,27,,1982,east,
13,tram,Eberswalderstr. - U-Bhf. Dimitroffstr. - Prenzlauerallee - Greifswalderstr. - Bötzowstr. - Artur-Becker-Str. - Leninallee - Besarinplatz - Frankfurter Tor - Holteistr. - Hauptstr. - Veb Chemiehandel - Kraftwerk - Hönower Wiesenweg,10,40,,1982,east,
15,tram,"Bhf. Lichtenberg - Straßenbahn-Betriebshof - Josef-Orlopp-Str. - Herzbergstr. - Ho-Chi-Minh-Str. - Franz-Jacob-Str. - S-Bhf. Leninallee - Dimitroffstr. - Mollstr. - Hans-Beimlerstr. - Prenzlauerallee - U-Bhf. Rosa-Luxemburg-Platz - Hackescher Markt""",20,37,,1982,east,
17,tram,Besarinstr. - S-Bhf. Leninallee - Franz-Jacob-Str. - Herzbergstr. - Siegfriedstr. - Allee Der Kosmonauten - S-Bhf. Friedrichsfelde Ost - Straße Der Befreiung - U-Bhf. Tierpark - Bhf. Karlshorst - Wilhelminenhofstr. - Bhf. Schöneweide - Königsheideweg - Haeckelstr.,12,56,,1982,east,
18,tram,"Biesdorf, Elisabethstr. - Boschpolerstr. - Marchwitzastr. - S-Bhf. Springpfuhl - Kraftwerksanlagenbau - Rhinstr. - Siegfriedstr. - Ho-Chi-Minh-Str. - Franz-Jacob-Str. - S-Bhf. Leninallee - Dimitroffstr. - Krankenhaus Friedrichshain - Mollstr. - Hans-Beimler-Str. - Prenzlauerallee - U-Bhf. Rosa-Luxemburg-Platz - Rosenthalerplatz - Veteranenstr. - Invalidenstr., Post - Stadion Der Weltjugend",20,49,,1982,east,
19,tram,"Köpenick, Krankenhaus - Wendenschloßstr. - Freiheit - Institut Für Lehrerbildung - Erich-Weinert-Klubhaus - Pionierpark - Rathenaustr. - Edisonstr. - Bhf. Karlshorst - U-Bhf. Tierpark - Straße Der Befreiung - S-Bhf. Friedrichsfelde Ost - Allee Der Kosmonauten - Siegfriedstr. - Ho-Chi-Minh-Str. - Franz-Jacob-Str. - S-Bhf. Leninallee - Dimitroffstr. - Artur-Becker-Str.",20,68,,1982,east,
20,tram,Bhf. Lichtenberg - Straßenbahn-Betriebshof - Josef-Orlopp-Str. - Herzbergstr. - Ho-Chi-Minh-Str. - Leninallee - Hohenschönhauserstr. - Omnibus-Betriebshof - Lichtenbergerstr. - Antonplatz - Roelckestr. - Wisbyerstr. - S-Bhf. Prenzlauerallee - Dimitroffstr. - Knaackstr. - Wilhelm-Pieck-Str. - U-Bhf. Rosa-Luxemburg-Platz - Hackerscher Markt,20,50,,1982,east,
21,tram,"Eberswalderstr. - U-Bhf. Dimitroffstr. - Prenzlauerallee - Greifswalderstr. - Bötzowstr. - Artur-Becker-Str. - Leninallee - Besarinplatz - Frankfurter Tor - Holteistr. - Hauptstr. - Veb Chemiehandel - Kraftwerk - Blockdammweg - Hermann-Duncker-Str. - Wilhelminenhofstr. - Rathenaustr. - Pionierpark - Institut Für Lehrerbildung - Schloßplatz - Köpenick, Krankenhaus",20,72,,1982,east,
22,tram,"Rosenthal, Quickbornerstr. - Hauptstr. - Siedlung - Kastanienallee - Nordendstr. - Uhlandstr. - Platanenstr. - Skladanowskystr. - Kurt-Fischer-Platz - Bürgerpark - Pankow, Rathaus - Pankow, Kirche - S-Bhf. Pankow - U-Bhf. Pankow - Bornholmerstr. - Björnsonstr. - U- Und S-Bhf. Schönhauserallee - U-Bhf. Dimitroffstr. - Zionskirchplatz - Brunnenstr. - Invalidenstr., Post - Oranienburger Tor - Bhf. Friedrichstr. - Am Kupfergraben",15,50,,1982,east,
23,autobus,"Falkenhöhe - S-Bhf. Grünbergallee - S-Bhf. Altglienicke - Normannenstr. - Wolfmarsteig - Schönefelderchaussee - Altglienicke, Kirche - Glienickerweg - Veb Berlin-Chemie - Dörpfeldstr. - S-Bhf. Adlershof - Rudowerchaussee",20,28,,1982,east,
24,tram,Pasedagplatz - Lichtenbergerstr. - Antonplatz - S-Bhf. Greifswalderstr. - Dimitroffstr. - Mollstr. - U-Bhf. Rosa-Luxemburg-Platz - Hackescher Markt - Orianienburger Tor - Stadion Der Weltjugend,12,36,,1982,east,
25,tram,Sterndamm - Bhf. Schöneweide - Wilhelminenhofstr. - Rathenaustr. - Pionierpark - Erich-Weinert-Klubhaus - Institut Für Lehrerbildung - Seelenbinderstr. - Brandenburgplatz - Hirschgarten - Bölschestr. - S-Bhf. Friedrichshagen - Hartlebenstr. - Fürstenwalderdamm - Müggelseedamm - Freibad Müggelsee - Rahnsdorf,20,47,,1982,east,
26,tram,"Sterndamm - Bhf. Schöneweide - Wilhelminenhofstr. - Rathenaustr. - Pionierpark - Erich-Weinert-Klubhaus - Institut Für Lehrerbildung - Grünstr. - Wendenschloßstr. - Köpenick, Krankenhaus",20,26,,1982,east,
27,autobus,"S-Bhf. Kaulsdorf - Alt-Kaulsdorf - Chemnitzerstr. - Jägerstr. - Gehsenerstr. - S-Bhf. Köpenick - Seelenbinderstr. - Lindenstr. - Müggelheimerstr. - Krankenhaus Köpenick - Chausseehaus - Rübezahl - Müggelseeperle - Müggelheim, Dorf - Alt-Müggelheim",10,41,,1982,east,
3,tram,Björnsonstr. - Bornholmerstr. - Schönfließerstr. - Schönhauserallee - Stahlheimerstr. - Prenzlauerallee - Roelckestr. - Antonplatz - Lichtenbergerstr. - Omnibus-Betriebshof - Hohenschönhauserstr. - Leninallee - Herzbergstr. - Rathaus Lichtenberg - Bhf. Frankfurterallee - Scharnweberstr. - Boxhagenerstr. - Gärtnerstr. - Simon-Dach-Str. - Warschauerstr. - S-Bhf. Warschauerstr.,10,43,,1982,east,
30,autobus,Robert-Koch-Platz - Oranienburger Tor - Rosenthalerplatz - U-Bhf. Rosa-Luxemburg-Platz - Prenzlauerallee - Dimitroffstr. - Artur-Becker-Str. - Leninallee - Mühsamstr. - Samariterstr. - Jacques-Duclos-Str. - Herzbergstr. - Siegfriedstr. - Omnibus Betriebshof - U-Bhf. Magdalenenstr. - Bhf. Lichtenberg - Weitlingstr. - Lückstr. - S-Bhf. Rummelsburg - Holteistr. - Warschauerstr. - Franz-Mehring-Platz - Ostbahnhof,15,67,,1982,east,
31,autobus,"Buch, Hobrechtsfelderchaussee - S-Bhf. Buch - Karowerstr. - Stadtrandsiedlung - Alt-Karow - Straße 26 - Alt-Blankenburg - Heinersdorfer Kirche - Am Steinberg - Ostseestr.",20,39,,1982,east,
32,autobus,Hans-Beimler-Str. - Am Friedrichshain - Leninplatz - Karl Marx-Allee - Ostbahnhof - S-Bhf. Jannowitzbrücke - Fischerinsel - Jerusalemerstr. - Friedrichstr. - Otto-Grotewohl-Str.,6,22,,1982,east,
33,autobus,"Grumbkowstr. - Kurt-Fischer-Platz - Bürgerpark - Pankow, Kirche - S-Bhf. Pankow - U-Bhf. Pankow",20,17,,1982,east,
34,autobus,U-Bhf. Marchlewskistr. - Kadinerstr. - Warschauerstr. - Revalerstr. - S-Bhf. Warschauerstr. - Rochowstr. - Markgrafendamm - Friedrich-Junge-Str. - Alt-Stralau,15,17,,1982,east,
35,autobus,"Biesdorf-Süd, Köpenickerstr. - Hadubrandstr. - Zimmermannstr. - Grabensprung - Elsterwerdaerplatz - Oberfeldstr. - Werner-Lamberz-Str. - U-Bhf. Friedrichsfelde - Lincolnstr. - Weitlingstr. - S-Bhf. Nöldnerplatz",20,32,,1982,east,
36,autobus,"S-Bhf. Grünau - Gartenstadtweg - Bohnsdorf, Kirche - S-Bhf. Grünbergallee - Bhf. Schönefeld - Schönefeld, Dorfstr.",10,18,,1982,east,
361,autobus,Flughafen Schönefeld - Bahnhof - Hotel - Flughafen Schönefeld,20,9,,1982,east,
362,autobus,Flughafen Schönefeld - Bahnhof - Flughafen Schönefeld,20,6,,1982,east,
37,autobus,S-Bhf. Grünau - Germanenstr. - Normannenstr. - Köpenickerstr. - Rudowerstr.,30,12,,1982,east,
38,autobus,"S-Bhf. Grünau - Joachimstr. - Eichbuschplatz - Waltersdorferstr. - Bohnsdorf, Waldstr. - Waltersdorf - Kienberg - Diepensee",60,25,,1982,east,
39,autobus,"Wartenberg, Siedlung - Lindenbergerstr. - Falkenbergerchaussee - Arnimstr. - Gehrenseestr.",20,14,,1982,east,
4,tram,Eberswalderstr. - U-Bhf. Dimitroffstr. - Prenzlauerallee - Greifswalderstr. - Bötzowstr. - Artur-Becker-Str. - Leninallee - Bersarinplatz - Frankfurter Tor - Grünbergerstr. - S-Bhf. Warschauerstr.,10,24,,1982,east,
40,autobus,Robert-Koch-Platz - Oranienburger Tor - Rosenthalerplatz - U-Bhf. Rosa-Luxemburg-Platz - Prenzlauerallee - Am Friedrichshain - Leninplatz - Koppenstr. - Karl-Marx-Allee - Franz-Mehring-Platz - Erich-Steinfurth-Str. - Ostbahnhof,7,21,,1982,east,
41,autobus,"Neu-Lindenberg - Lindenberg, Dorf - Malchow, Dorf - Feldtmannstr. - Rennbahnstr. - Falkenbergerstr. - Liebermannstr. - Straße Nach Wartenberg - Falkenberg, Schule - Stadtrandsiedlung - Bhf. Ahrensfelde - Ahrensfelde, Kirche",30,39,,1982,east,
42,autobus,"Buch, Zepernickerstr. - Karowerstr. - Stadtrandsiedlung - Alt-Karow - Straße 26 - Alt-Blankenburg - Heinersdorf, Kirche - Am Steinberg - Ostseestr.",12,30,,1982,east,
